bodyType,brand,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,price
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2010,5,2012,вариатор,1.8 LTR,140 N12,920000
седан,MITSUBISHI,серый,бензин,2005,4,2006,механическая,1.6 LTR,98 N12,260000
внедорожник 5 дв.,MITSUBISHI,серый,бензин,2012,5,2014,вариатор,2.0 LTR,150 N12,1280000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2012,5,2013,вариатор,2.0 LTR,146 N12,1149000
седан,MITSUBISHI,серебристый,бензин,2000,4,2004,механическая,1.6 LTR,98 N12,340000
седан,MITSUBISHI,красный,бензин,2005,4,2006,механическая,1.6 LTR,98 N12,300000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2012,5,2013,вариатор,2.0 LTR,146 N12,1159000
седан,MITSUBISHI,чёрный,бензин,2005,4,2006,автоматическая,1.6 LTR,98 N12,280000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2004,5,2005,автоматическая,3.0 LTR,170 N12,767000
седан,MITSUBISHI,чёрный,бензин,2007,4,2007,механическая,1.5 LTR,109 N12,490000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2015,5,2016,вариатор,2.0 LTR,146 N12,1429000
седан,MITSUBISHI,синий,бензин,2000,4,2005,механическая,1.6 LTR,98 N12,240000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2018,5,2018,вариатор,2.0 LTR,146 N12,1485000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2012,5,2014,вариатор,2.0 LTR,146 N12,1230000
седан,MITSUBISHI,красный,бензин,2006,4,2007,автоматическая,2.4 LTR,158 N12,428000
седан,MITSUBISHI,красный,бензин,2005,4,2006,механическая,1.6 LTR,98 N12,245000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2010,5,2011,вариатор,1.8 LTR,140 N12,869900
седан,MITSUBISHI,серый,бензин,1998,4,2002,автоматическая,2.4 LTR,144 N12,165000
седан,MITSUBISHI,серый,бензин,2005,4,2006,механическая,2.0 LTR,135 N12,400000
седан,MITSUBISHI,оранжевый,бензин,1996,4,1996,механическая,2.0 LTR,280 N12,480000
внедорожник 5 дв.,MITSUBISHI,белый,дизель,2015,5,2018,автоматическая,2.4 LTR,181 N12,3100000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2011,5,2013,автоматическая,3.0 LTR,178 N12,1680000
внедорожник 5 дв.,MITSUBISHI,серый,бензин,2012,5,2014,вариатор,1.8 LTR,140 N12,1249000
седан,MITSUBISHI,синий,бензин,2011,4,2011,механическая,1.5 LTR,109 N12,638000
седан,MITSUBISHI,серебристый,бензин,2000,4,2005,механическая,1.6 LTR,98 N12,220000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2011,5,2013,автоматическая,3.0 LTR,178 N12,1693000
хэтчбек 5 дв.,MITSUBISHI,голубой,бензин,2002,5,2008,механическая,1.3 LTR,95 N12,315000
седан,MITSUBISHI,серебристый,бензин,2011,4,2012,автоматическая,1.6 LTR,117 N12,539000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2012,5,2013,вариатор,2.0 LTR,150 N12,995000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2006,5,2007,автоматическая,3.8 LTR,250 N12,1130000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2005,5,2008,автоматическая,3.0 LTR,220 N12,640000
внедорожник 5 дв.,MITSUBISHI,серый,бензин,2002,5,2003,автоматическая,2.4 LTR,160 N12,445000
хэтчбек 3 дв.,MITSUBISHI,чёрный,бензин,1995,3,1998,механическая,1.6 LTR,90 N12,60000
внедорожник 5 дв.,MITSUBISHI,серый,бензин,2002,5,2006,механическая,2.0 LTR,136 N12,399800
компактвэн,MITSUBISHI,серебристый,бензин,2002,5,2000,автоматическая,2.0 LTR,135 N12,285000
универсал 5 дв.,MITSUBISHI,серебристый,бензин,2005,5,2008,механическая,1.6 LTR,98 N12,359000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2012,5,2012,вариатор,2.0 LTR,146 N12,830000
внедорожник 5 дв.,MITSUBISHI,серебристый,дизель,2015,5,2018,автоматическая,2.4 LTR,181 N12,2199860
внедорожник 5 дв.,MITSUBISHI,коричневый,бензин,2015,5,2015,вариатор,2.0 LTR,146 N12,1299000
седан,MITSUBISHI,белый,бензин,1987,4,1988,механическая,2.4 LTR,124 N12,185000
внедорожник 5 дв.,MITSUBISHI,красный,бензин,2005,5,2008,вариатор,2.4 LTR,170 N12,849000
внедорожник 5 дв.,MITSUBISHI,белый,дизель,2015,5,2020,механическая,2.4 LTR,181 N12,2999000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2005,5,2008,автоматическая,3.0 LTR,220 N12,800000
внедорожник 3 дв.,MITSUBISHI,серый,бензин,1998,3,2002,автоматическая,2.0 LTR,129 N12,420000
седан,MITSUBISHI,серебристый,бензин,2005,4,2009,механическая,1.3 LTR,82 N12,310000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2018,5,2018,вариатор,2.0 LTR,146 N12,1880000
хэтчбек 5 дв.,MITSUBISHI,белый,бензин,2001,5,2006,автоматическая,0.7 LTR,50 N12,190000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2012,5,2013,вариатор,2.4 LTR,167 N12,1149000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2011,5,2011,автоматическая,3.0 LTR,178 N12,1595100
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2012,5,2013,механическая,1.6 LTR,117 N12,850000
внедорожник 5 дв.,MITSUBISHI,синий,бензин,2006,5,2008,автоматическая,3.8 LTR,250 N12,1298000
внедорожник 5 дв.,MITSUBISHI,белый,дизель,2015,5,2019,автоматическая,2.4 LTR,181 N12,3297000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2012,5,2012,вариатор,2.4 LTR,167 N12,1145000
универсал 5 дв.,MITSUBISHI,синий,бензин,1996,5,1997,механическая,2.0 LTR,136 N12,199000
универсал 5 дв.,MITSUBISHI,серый,бензин,2005,5,2008,механическая,1.6 LTR,98 N12,345000
седан,MITSUBISHI,пурпурный,бензин,2007,4,2008,механическая,1.8 LTR,143 N12,500000
внедорожник 5 дв.,MITSUBISHI,чёрный,дизель,2014,5,2014,автоматическая,3.2 LTR,200 N12,2950000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2012,5,2014,механическая,1.6 LTR,117 N12,933000
седан,MITSUBISHI,серый,бензин,2005,4,2006,механическая,2.0 LTR,135 N12,409000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2002,5,2005,автоматическая,3.5 LTR,202 N12,729000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2012,5,2014,вариатор,2.0 LTR,146 N12,1280000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2018,5,2019,вариатор,2.0 LTR,146 N12,2365000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2010,5,2011,вариатор,2.0 LTR,150 N12,1070000
пикап двойная кабина,MITSUBISHI,белый,дизель,2006,4,2010,механическая,2.5 LTR,136 N12,1100000
седан,MITSUBISHI,чёрный,бензин,2007,4,2010,автоматическая,1.5 LTR,109 N12,495000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2004,5,2004,автоматическая,3.0 LTR,170 N12,659000
внедорожник 5 дв.,MITSUBISHI,коричневый,дизель,2006,5,2010,автоматическая,3.2 LTR,200 N12,1555000
внедорожник 5 дв.,MITSUBISHI,красный,бензин,2014,5,2014,вариатор,2.0 LTR,146 N12,1350000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2015,5,2018,вариатор,2.0 LTR,146 N12,1671000
внедорожник 5 дв.,MITSUBISHI,серый,бензин,2005,5,2008,вариатор,2.4 LTR,170 N12,1039000
пикап двойная кабина,MITSUBISHI,серебристый,дизель,2006,4,2012,автоматическая,2.5 LTR,136 N12,1230000
внедорожник 5 дв.,MITSUBISHI,серый,дизель,2015,5,2018,автоматическая,2.4 LTR,181 N12,2895000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2012,5,2012,вариатор,2.0 LTR,146 N12,1084000
внедорожник 5 дв.,MITSUBISHI,коричневый,бензин,2011,5,2012,автоматическая,3.0 LTR,178 N12,1835000
внедорожник 5 дв.,MITSUBISHI,белый,дизель,2013,5,2014,автоматическая,2.5 LTR,178 N12,1910000
седан,MITSUBISHI,чёрный,бензин,2007,4,2008,вариатор,2.0 LTR,150 N12,470000
внедорожник 5 дв.,MITSUBISHI,чёрный,дизель,2006,5,2007,автоматическая,3.2 LTR,160 N12,1245000
пикап двойная кабина,MITSUBISHI,белый,дизель,2013,4,2014,механическая,2.5 LTR,136 N12,1249000
седан,MITSUBISHI,красный,бензин,2007,4,2010,автоматическая,1.5 LTR,109 N12,710000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2005,5,2008,автоматическая,3.0 LTR,220 N12,1065000
внедорожник 5 дв.,MITSUBISHI,синий,бензин,1998,5,2003,автоматическая,1.8 LTR,116 N12,477000
седан,MITSUBISHI,чёрный,бензин,1998,4,2003,автоматическая,2.4 LTR,144 N12,215000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2015,5,2016,вариатор,2.4 LTR,167 N12,1830000
седан,MITSUBISHI,красный,бензин,2011,4,2013,механическая,1.5 LTR,109 N12,669000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2006,5,2010,автоматическая,3.0 LTR,178 N12,1461000
внедорожник 5 дв.,MITSUBISHI,коричневый,бензин,2014,5,2015,автоматическая,3.0 LTR,178 N12,2730000
седан,MITSUBISHI,серый,бензин,2005,4,2005,механическая,1.6 LTR,98 N12,270000
внедорожник 5 дв.,MITSUBISHI,серебристый,бензин,2002,5,2005,автоматическая,3.5 LTR,202 N12,805000
внедорожник 5 дв.,MITSUBISHI,чёрный,дизель,2013,5,2013,автоматическая,2.5 LTR,178 N12,1409000
внедорожник 5 дв.,MITSUBISHI,серебристый,дизель,2006,5,2007,автоматическая,3.2 LTR,160 N12,1199000
седан,MITSUBISHI,синий,бензин,2005,4,2005,автоматическая,1.6 LTR,98 N12,339990
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2018,5,2019,вариатор,2.0 LTR,146 N12,1945000
внедорожник 5 дв.,MITSUBISHI,серый,бензин,1998,5,2004,автоматическая,2.0 LTR,129 N12,507000
внедорожник 5 дв.,MITSUBISHI,синий,бензин,2012,5,2015,вариатор,1.8 LTR,140 N12,1019000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2015,5,2015,вариатор,2.4 LTR,167 N12,1590000
седан,MITSUBISHI,серебристый,бензин,2005,4,2005,механическая,1.6 LTR,98 N12,349000
седан,MITSUBISHI,чёрный,бензин,2005,4,2006,автоматическая,1.6 LTR,98 N12,335000
седан,MITSUBISHI,синий,бензин,1992,4,1993,механическая,1.8 LTR,110 N12,97000
седан,MITSUBISHI,бежевый,бензин,1998,4,2000,автоматическая,2.4 LTR,144 N12,215000
внедорожник 5 дв.,MITSUBISHI,серый,бензин,2012,5,2013,вариатор,2.0 LTR,146 N12,1400000
седан,MITSUBISHI,чёрный,бензин,1998,4,2002,автоматическая,2.4 LTR,150 N12,215000
седан,MITSUBISHI,серебристый,бензин,2000,4,2003,автоматическая,1.6 LTR,98 N12,280000
седан,MITSUBISHI,белый,бензин,2000,4,2000,вариатор,1.5 LTR,100 N12,295000
компактвэн,MITSUBISHI,синий,бензин,2002,5,2003,автоматическая,1.8 LTR,112 N12,170000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2012,5,2013,вариатор,2.0 LTR,146 N12,1315000
седан,MITSUBISHI,серебристый,бензин,2005,4,2005,механическая,1.6 LTR,98 N12,320000
универсал 5 дв.,MITSUBISHI,чёрный,бензин,2005,5,2006,механическая,1.6 LTR,98 N12,285000
седан,MITSUBISHI,чёрный,бензин,2005,4,2005,автоматическая,1.6 LTR,98 N12,220000
внедорожник 5 дв.,MITSUBISHI,чёрный,бензин,2014,5,2015,автоматическая,3.0 LTR,178 N12,2316000
внедорожник 5 дв.,MITSUBISHI,синий,бензин,2010,5,2011,вариатор,1.8 LTR,140 N12,979000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2012,5,2014,вариатор,1.8 LTR,140 N12,945000
седан,MITSUBISHI,бежевый,бензин,2000,4,2001,вариатор,1.5 LTR,90 N12,165000
внедорожник 5 дв.,MITSUBISHI,белый,бензин,2015,5,2016,вариатор,2.0 LTR,146 N12,1399000
внедорожник 5 дв.,MITSUBISHI,белый,дизель,2015,5,2019,автоматическая,2.4 LTR,181 N12,2850000
внедорожник 5 дв.,MITSUBISHI,коричневый,бензин,2018,5,2018,вариатор,2.0 LTR,146 N12,2029000
внедорожник 5 дв.,MITSUBISHI,белый,дизель,2013,5,2014,автоматическая,2.5 LTR,178 N12,1895000
